user_id,Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
1374,0.9523809523809523,0,0.3600572655690766,0.7142857142857143,0.5,1938,1.0,0.0,0.5999999999999999,0.6666666666666667,0.75,1.0,0.8881516587677726,0.38815498895804057,0.4444444444444444,1.0,0.1428571428571428,0.0,0.6666666666666667,0.3333333333333333,0.7250000000000001,0.3333333333333333,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1092,0.6428571428571428,0,0.6070150322118826,0.9642857142857143,0.5,1546,1.0,1.0,0.9571428571428571,0.6666666666666667,0.0,1.0,0.05913638757240653,0.10002007628990162,0.4444444444444444,0.0,0.6428571428571427,1.0,1.0,0.3333333333333333,0.2,0.5,0.6666666666666667,0.125,0.2222222222222222,0.0,0.1764705882352941,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
768,0.5238095238095237,0,0.14173228346456693,0.8928571428571428,0.5,1066,0.6666666666666667,1.0,0.6285714285714286,0.6666666666666667,0.25,0.0,0.3889942074776198,0.8079903633808472,0.1111111111111111,0.0,0.2142857142857143,0.0,0.3333333333333333,0.3333333333333333,0.2,0.5,0.3333333333333333,0.17500000000000002,0.38888888888888884,0.4666666666666667,0.29411764705882354,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
569,0.42857142857142855,0,0.9534717251252683,0.25,0.75,789,0.0,1.0,0.657142857142857,0.3333333333333333,0.5,0.0,0.3463928383359663,0.4872515559124674,0.1111111111111111,0.0,0.2857142857142857,0.0,0.3333333333333333,0.0,0.25,0.16666666666666666,0.6666666666666667,0.25,0.38888888888888884,0.0,0.5294117647058824,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
911,0.16666666666666669,1,0.35576234788833216,0.8214285714285714,0.0,1273,0.6666666666666667,1.0,0.6142857142857143,0.0,0.0,1.0,0.00573986308583465,0.23874723951013851,0.1111111111111111,1.0,0.2142857142857143,0.0,1.0,0.0,0.025,0.6666666666666666,0.6666666666666667,0.025,0.0,0.06666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
408,0.8095238095238095,0,0.9935576234788833,0.10714285714285714,0.25,546,1.0,0.0,0.0,0.6666666666666667,0.75,1.0,0.8186413902053713,0.3298935956635214,0.2222222222222222,0.0,0.1428571428571428,0.0,1.0,0.0,0.775,0.3333333333333333,0.0,0.125,0.1111111111111111,0.06666666666666667,0.23529411764705882,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1321,0.6904761904761905,0,0.07516105941302792,0.2857142857142857,0.75,1856,0.3333333333333333,0.0,0.4857142857142857,0.6666666666666667,0.0,0.6666666666666667,0.05771458662453923,0.13318610720738808,0.4444444444444444,0.0,0.0714285714285714,0.0,0.6666666666666667,0.0,0.17500000000000002,0.3333333333333333,0.6666666666666667,0.05,0.1111111111111111,0.13333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1224,0.19047619047619052,0,0.2061560486757337,0.5714285714285714,0.75,1718,1.0,1.0,0.45714285714285713,0.0,0.0,0.6666666666666667,0.06824644549763034,0.16554908652880948,0.1111111111111111,0.0,0.2857142857142857,0.0,0.6666666666666667,1.0,0.07500000000000001,0.5,1.0,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1061,0.14285714285714285,0,0.5211166785969935,0.42857142857142855,0.25,1495,1.0,0.0,0.6857142857142857,0.6666666666666667,0.0,0.3333333333333333,0.05392311743022644,0.20112427223449106,0.1111111111111111,0.0,0.1428571428571428,0.0,0.6666666666666667,0.3333333333333333,0.025,0.3333333333333333,0.6666666666666667,0.025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
530,0.21428571428571425,0,0.36220472440944884,0.0,0.25,725,0.6666666666666667,0.0,0.5428571428571429,0.6666666666666667,0.5,0.0,0.3371774618220116,0.15719734992973297,0.1111111111111111,0.0,0.0,0.0,1.0,0.0,0.225,0.5,0.6666666666666667,0.225,0.38888888888888884,0.0,0.4117647058823529,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1233,0.28571428571428564,0,0.49463135289906934,0.5357142857142857,0.0,1729,0.3333333333333333,1.0,0.04285714285714287,0.6666666666666667,0.0,1.0,0.09757767245918905,0.06894197952218431,0.1111111111111111,0.0,0.0714285714285714,0.0,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.25,0.0,0.0,0.47058823529411764,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
