user_id,Attrition
442,0.05591696072306636
1091,0.09044390117868763
981,0.5352245265068505
785,0.10091361338906436
1332,0.7376315816687116
501,0.04997237282533584
1058,0.4970006700529249
1253,0.0562135452936888
751,0.0021543102805230236
122,0.3227891289601185
268,0.029884243490181258
940,0.19968260354066947
1125,0.025266297482687928
540,0.5819388614955175
1034,0.13384046504322766
432,0.01882586198829739
794,0.12984582475980655
666,0.05357562818685842
942,0.03716681062632545
1114,0.188066316635688
853,0.14882890330486082
1330,0.0185376035042775
692,0.01609970155530376
548,0.055039745713877986
54,0.6234569815012587
319,0.44829985165850206
1147,0.08342301659624203
1235,0.04308662909772772
1436,0.7152068059067069
520,0.05532839382413789
983,0.014244633491835601
1347,0.319514339314759
465,0.06306507947456838
966,0.08218022783896557
31,0.029248889820053817
420,0.013685950649137616
1462,0.14708955830609372
1408,0.08133638333926753
89,0.023122726635597713
298,0.10764980278306986
875,0.04752589316669152
1385,0.014390281180971062
1430,0.006925410457021961
223,0.011302898122057002
1412,0.020735297056011032
1375,0.583572575704524
4,0.3414589574712195
1174,0.0024292339381227243
892,0.40108448787575096
34,0.2869757834383417
1310,0.11874121001581063
182,0.7555035797099867
467,0.02172535404767252
52,0.31739580183968635
1032,0.5302777618237497
142,0.27951598855246823
1440,0.020069770452212362
528,0.4805947875156752
629,0.02994236627709026
1051,0.29741840260916247
1269,0.031475943586287
993,0.15460436985909062
526,0.11266522834576903
278,0.02947873494516892
887,0.2641915849048968
1275,0.039127702632987954
667,0.33923521833523756
792,0.1937592705060588
148,0.10288460086338416
1039,0.1795578050346754
1414,0.06016014089014164
474,0.16558963186454534
1341,0.11407779900251203
1158,0.03786489686037769
393,0.06569188619329651
965,0.053963703671403164
1397,0.032199911646273734
743,0.04965960377352609
980,0.4525924373852083
1410,0.03770776744510492
916,0.011886482910886799
1300,0.033079187206589485
642,0.27892137011915563
1064,0.03032376024706521
1318,0.0458391300685031
1247,0.09559569098996402
187,0.0031681257575513124
1023,0.019728870713230786
1183,0.022001708923402905
1073,0.07788485046553602
1311,0.07670973438967474
9,0.0768061454774758
1019,0.3125418372875158
1180,0.261003351116064
1405,0.0034663591179950057
1120,0.11379773756890235
483,0.45235563489275843
310,0.5600518970225634
722,0.06719685720962831
5,0.10823548004857783
482,0.13882893512505914
204,0.5224585221496053
1086,0.4065174183050405
376,0.012394576897588909
740,0.10878874066027049
299,0.010026046044147642
1218,0.07989594767895675
546,0.20028501165776494
1434,0.06134240637346592
1400,0.3516305825437431
302,0.040605107892429396
1096,0.07832513716129606
360,0.0066853122940620765
1131,0.2456151165559157
191,0.03425739136043084
315,0.053897403333768704
211,0.014158169079830585
215,0.07624615995757913
279,0.007568454458216897
1179,0.009632128558726966
141,0.10584044945512582
1227,0.04788906292425354
641,0.09674823847757043
14,0.8320081277704924
82,0.01880213291926258
1301,0.010402476645017804
787,0.007797408305191066
583,0.09493076747562425
333,0.1008007345702114
610,0.042380436672079226
390,0.008436886427741413
