20140901,393075161,345937505
20140902,380001163,300034676
20140903,355287106,275513279
20140904,364744677,289454211
20140905,290818139,260980668
20140906,222674644,179429270
20140907,221168740,179039030
20140908,168926740,174496795
20140909,311346393,315518356
20140910,355287106,275513279
20140911,320358744,276486464
20140912,239136461,270832014
20140913,212592273,176611587
20140914,187153470,186530548
20140915,311473802,358783934
20140916,351007702,337391520
20140917,340003163,315493423
20140918,320358744,276486464
20140919,239136461,270832014
20140920,212592273,176611587
20140921,170802365,239038124
20140922,328233033,363810186
20140923,281211840,323636385
20140924,273020619,361704322
20140925,278351478,303214118
20140926,239222635,280525702
20140927,161627303,193400189
20140928,169417300,240803995
20140929,330723612,365628905
20140930,307390568,365404075
