20140901,347095259,346149480
20140902,342612186,304588510
20140903,318747331,293095192
20140904,304224966,253393358
20140905,232567969,230203189
20140906,174991917,135393255
20140907,184760584,156929943
20140908,154588226,163396382
20140909,324174520,296922429
20140910,295452732,297332003
20140911,280911153,266151976
20140912,210308510,249659172
20140913,151149823,160541193
20140914,157569731,185650527
20140915,311491357,351228689
20140916,306494235,318911070
20140917,293894627,308923245
20140918,293583922,265672034
20140919,225209038,238307281
20140920,152943031,141817759
20140921,137310319,165102718
20140922,271594903,336530551
20140923,257418484,318987046
20140924,246171630,331008802
20140925,252459136,311126142
20140926,191991481,299936068
20140927,130419057,205318809
20140928,203131230,432543159
20140929,293156083,361178470
20140930,307281362,316336834
