20140901,287240026,302132850
20140902,292075772,291373229
20140903,285037379,290886236
20140904,280464669,268363568
20140905,249488137,252468978
20140906,200710205,189188061
20140907,201058688,201427173
20140908,254494734,278991806
20140909,282703155,287557826
20140910,271564074,289967382
20140911,265514448,270021715
20140912,235644637,259095397
20140913,217824720,216590195
20140914,219236179,234419510
20140915,273292049,311765573
20140916,275408480,300714133
20140917,269163868,293841665
20140918,267525292,266228912
20140919,239035091,251434873
20140920,217387082,208098962
20140921,210956314,225869666
20140922,256164212,304141239
20140923,253438949,298212710
20140924,246824854,302140241
20140925,247961393,288873926
20140926,224228348,285358866
20140927,208291830,243750149
20140928,211113574,255422767
20140929,262849897,312446169
20140930,270135406,290399317
