20140901,2387815.9613865116,14545.187688061187
20140902,14487.56760027429,3688.706337566499
20140903,14693.292907354567,3765.8528002728913
20140904,8990.854305226625,2730.0880917413383
20140905,9004.099730744592,2736.1469444749255
20140906,8744.90831023045,2718.2424162981433
20140907,8736.508093438286,2760.069341000672
20140908,4931.345689453491,2194.1910167467645
20140909,5077.127501743654,2167.8267769021622
20140910,5162.257314468388,2178.8443337425238
20140911,5039.811380724295,2141.154488039685
20140912,5049.000594991644,2144.084911948464
20140913,4950.411798588528,2160.6665076659438
20140914,4927.013503004834,2184.8939097941357
20140915,3579.238296415243,1456.1806851743336
20140916,3579.5669637354476,1456.4356514043297
20140917,3635.51204132228,1461.473208916009
20140918,3542.4869953091743,1450.2851024610536
20140919,3551.161732491701,1454.994065611974
20140920,3572.171856332677,1473.7878706490167
20140921,3541.8934090390694,1492.810343477612
20140922,3589.8773860747037,1461.9879650795874
20140923,3588.458022963764,1461.1436650036298
20140924,3651.8537105845407,1470.8244147307605
20140925,3554.340857811132,1457.2858147449147
20140926,3565.6742801958917,1464.1017275204922
20140927,3580.5932860473918,1478.8122280580712
20140928,3586.3949976557715,1476.6824485876864
20140929,3604.797950522581,1470.5146031483837
20140930,3608.777389833125,1473.4492379767823
