20140901,327369258,345680798
20140902,334051783,322126588
20140903,321387717,318196041
20140904,304807140,283707900
20140905,249289263,268046320
20140906,189443563,183007279
20140907,196647673,209313788
20140908,327369258,345680798
20140909,334051783,322126588
20140910,321387717,318196041
20140911,304807140,283707900
20140912,249289263,268046320
20140913,189443563,183007279
20140914,196647673,209313788
20140915,327369258,345680798
20140916,334051783,322126588
20140917,321387717,318196041
20140918,304807140,283707900
20140919,249289263,268046320
20140920,189443563,183007279
20140921,196647673,209313788
20140922,327369258,345680798
20140923,334051783,322126588
20140924,321387717,318196041
20140925,304807140,283707900
20140926,249289263,268046320
20140927,189443563,183007279
20140928,196647673,209313788
20140929,327369258,345680798
20140930,334051783,322126588
