20140801,215137742.58364215,304877063.8451899
20140802,223441700.0435998,373733193.30003655
20140803,201414296.29636943,356648328.57853884
20140804,184214643.0724066,387487567.3154598
20140805,168795292.84261885,324046098.94225436
20140806,161099072.78605142,263239802.31634906
20140807,214460375.82577205,314327638.6923354
20140808,198277162.27636546,340591528.10118526
20140809,189323843.6568218,351764687.8067527
20140810,188966946.22251314,340657830.8974576
20140811,171176966.32787687,352628749.7106143
20140812,153695722.34728408,283951078.59036547
20140813,153425825.02123696,235379249.55479053
20140814,187958915.19546825,265698244.85937932
20140815,201972174.22049552,379750429.25604945
20140816,189986840.32453725,343600585.56256294
20140817,190401359.37229845,357345355.54966474
20140818,169976868.9290496,311014217.08844805
20140819,143635172.69217712,277213671.1874601
20140820,148623335.38833246,246737103.7266078
20140821,182476149.74166682,291497643.3499189
20140822,180462930.97163215,321684293.4908733
20140823,182089245.625262,318259941.27634394
20140824,199230405.63355935,358375240.4745877
20140825,169302785.18823576,337579506.08542436
20140826,147871575.0411816,281131237.14873767
20140827,145714892.529311,235781256.19127494
20140828,188056583.98120585,333103032.70394313
20140829,195786102.8440614,383196428.9928505
20140830,191079092.27910382,408865081.9599946
