20140901,372657039,349378560
20140902,363201791,302813354
20140903,339466791,283411157
20140904,337368315,269840476
20140905,265092604,246819153
20140906,201409872,157984436
20140907,206351668,167837551
20140908,172837376,162741943
20140909,322528355,307373348
20140910,329256717,285610845
20140911,304873620,269923138
20140912,229243612,261578486
20140913,185492990,168897336
20140914,176822253,185350235
20140915,316708319,357271012
20140916,333242051,328081718
20140917,321634928,311468118
20140918,311680937,270025385
20140919,237189276,256055872
20140920,186999372,159391970
20140921,153255818,198106903
20140922,301825690,343811257
20140923,274828762,321892424
20140924,266086457,351297592
20140925,276603946,308099667
20140926,221786364,291885372
20140927,152279984,202485482
20140928,191506035,341298142
20140929,312870948,356684587
20140930,299635099,321478943
