SaleID,price
200000,1272.0603
200001,1952.8435
200002,8642.846
200003,962.4086
200004,1967.8842
200005,1202.3367
200006,462.00717
200007,3611.8635
200008,7958.341
200009,602.3919
200010,621.54504
200011,2681.2673
200012,5319.3896
200013,8408.642
200014,1043.5472
200015,255.45978
200016,1720.1886
200017,8273.944
200018,6622.031
200019,607.62915
200020,24017.88
200021,7572.8804
200022,1823.3766
200023,1552.371
200024,801.16516
200025,8282.338
200026,430.54996
200027,12333.536
200028,4037.2585
200029,7877.699
200030,16934.502
200031,13125.251
200032,612.74994
200033,14206.054
200034,618.53864
200035,2041.08
200036,14166.613
200037,5796.24
200038,1561.0369
200039,347.73737
200040,539.74677
200041,27584.938
200042,458.99957
200043,7667.8174
200044,19101.281
200045,524.5813
200046,16012.87
200047,17789.246
200048,2232.172
200049,3282.5068
200050,517.4856
200051,4511.5107
200052,2598.0015
200053,478.7586
200054,12695.497
200055,10633.505
200056,4476.996
200057,3243.8535
200058,837.63715
200059,5252.6333
200060,8164.796
200061,1170.4366
200062,5601.2324
200063,7998.0244
200064,1307.1213
200065,1652.3829
200066,453.78418
200067,10838.082
200068,187.70992
200069,17513.2
200070,9140.072
200071,234.89606
200072,6726.0396
200073,18275.244
200074,4876.7686
200075,12339.277
200076,2559.006
200077,275.7826
200078,364.33807
200079,2977.3538
200080,3053.261
200081,1920.1394
200082,4237.857
200083,403.6765
200084,1248.1272
200085,1472.7572
200086,6873.5327
200087,3313.5723
200088,2884.5798
200089,33143.285
200090,2387.7075
200091,204.19217
200092,1445.9279
200093,15660.359
200094,6538.749
200095,5927.3994
200096,2370.094
200097,1236.9156
200098,407.5788
200099,16894.092
200100,20986.375
200101,7363.8594
200102,1804.6869
200103,10967.021
200104,5350.3696
200105,4357.3857
200106,8246.63
200107,1702.4552
200108,14462.685
200109,8148.6606
200110,640.02106
200111,1943.169
200112,1803.4431
200113,467.81018
200114,2065.6528
200115,1189.1842
200116,13836.943
200117,17133.086
200118,61065.934
200119,195.4027
200120,2903.0198
200121,2563.3018
200122,716.5071
200123,2547.5195
200124,57545.914
200125,580.35034
200126,3084.7903
200127,15740.095
200128,1670.4628
200129,5942.412
200130,3836.5164
200131,3134.1677
200132,1587.8772
200133,2726.6138
200134,1404.5925
200135,2856.9285
200136,3952.642
200137,719.8747
200138,9721.004
200139,6447.474
200140,2663.309
200141,1456.2988
200142,7101.7104
200143,4437.578
200144,1446.9873
200145,6397.0845
200146,2516.8113
200147,4532.902
200148,3274.7346
200149,195.95038
200150,11277.797
200151,4997.034
200152,639.40546
200153,506.55725
200154,6700.868
200155,2424.001
200156,16873.994
200157,7914.7236
200158,9936.029
200159,638.1909
200160,6676.319
200161,7143.4365
200162,6581.046
200163,842.01697
200164,16403.607
200165,14269.918
200166,23255.932
200167,3880.0452
200168,37758.95
200169,704.80237
200170,2809.4534
200171,8751.637
200172,2030.9945
200173,35024.31
200174,1006.1029
200175,2564.2068
200176,8590.158
200177,5735.6006
200178,5269.359
200179,3155.7993
200180,888.3222
200181,18074.934
200182,4283.9434
200183,1255.7267
200184,2047.9163
200185,3380.8518
200186,3630.9988
200187,5550.727
200188,10242.561
200189,11311.1045
200190,3697.8083
200191,2769.3955
200192,1131.7628
200193,4694.635
200194,7558.8516
200195,2294.7805
200196,757.90814
200197,21958.79
200198,1210.9843
200199,4406.2764
200200,494.49243
200201,7699.286
200202,2032.4834
200203,1588.5713
200204,8154.5073
200205,5290.6177
200206,772.8907
200207,4262.913
200208,5898.123
200209,1090.7631
200210,13813.684
200211,5396.1997
200212,7255.4536
200213,8684.451
200214,19302.486
200215,7048.003
200216,3239.2122
200217,1251.2827
200218,10158.6
200219,1236.5681
200220,2370.933
200221,8229.972
200222,2249.1248
200223,774.62
200224,12111.159
200225,3485.6655
200226,1204.7036
200227,8652.487
200228,214.3172
200229,6902.427
200230,9325.61
200231,4908.096
200232,1086.4626
200233,7873.11
200234,305.074
200235,8509.314
200236,8731.394
200237,4633.7944
200238,7400.0
200239,8941.29
200240,25592.752
200241,10795.237
200242,3861.7854
200243,3060.1282
200244,6499.966
200245,3942.5388
200246,4013.5857
200247,936.85333
200248,172.36436
200249,8842.961
200250,29546.758
200251,10188.0
200252,712.0071
200253,9924.493
200254,11636.014
200255,7047.5327
200256,2631.089
200257,10077.173
200258,3454.7664
200259,7923.591
200260,1485.7078
200261,4006.551
200262,2958.8381
200263,9051.696
200264,6925.9043
200265,5849.794
200266,952.169
200267,14766.928
200268,7236.5654
200269,3595.0579
200270,9547.066
200271,3148.7534
200272,2491.5144
200273,16833.697
200274,406.23807
200275,13721.598
200276,2062.2764
200277,3242.3005
200278,1587.8711
200279,8799.244
200280,1759.4434
200281,888.103
200282,13210.109
200283,6416.0215
200284,406.77304
200285,4853.25
200286,3394.6516
200287,11762.12
200288,12170.504
200289,3066.5547
200290,6698.4014
200291,8334.743
200292,2188.3354
200293,8717.68
200294,6133.3867
200295,1324.4794
200296,2989.8562
200297,8195.842
200298,1433.8177
200299,4997.1772
200300,5421.651
200301,5245.3984
200302,1484.5817
200303,6005.433
200304,2283.6045
200305,4200.079
200306,1598.396
200307,15727.7
200308,1565.274
200309,1291.8016
200310,1098.847
200311,1380.9269
200312,11133.486
200313,1664.1909
200314,3573.9158
200315,1103.2706
200316,38795.703
200317,2260.601
200318,399.6433
200319,10280.035
200320,3227.2014
200321,31328.395
200322,12207.902
200323,1422.0471
200324,24401.523
200325,5822.9946
200326,2126.9175
200327,25222.814
200328,219.974
200329,7846.182
200330,1818.574
200331,1501.1826
200332,12460.449
200333,1224.1334
200334,419.5679
200335,1507.9172
200336,1400.1605
200337,900.9854
200338,1988.3276
200339,13950.85
200340,28089.023
200341,2065.918
200342,6356.091
200343,1574.5985
200344,5700.7534
200345,6698.7783
200346,1138.2327
200347,11687.622
200348,9764.977
200349,727.2802
200350,11379.372
200351,2290.8113
200352,780.1253
200353,1761.0205
200354,3404.5168
200355,547.01025
200356,3460.8718
200357,2981.3484
200358,3009.9092
200359,10433.943
200360,16336.302
200361,1789.6202
200362,1954.705
200363,1388.095
200364,7547.685
