SaleID,price
200000,1472.9871191836073
200001,2150.3313390152434
200002,6198.59257694493
200003,845.5991986482326
200004,2133.8319206598208
200005,1068.701202823925
200006,600.9484442255704
200007,2058.640674623265
200008,7362.008898687427
200009,734.7241170360551
200010,801.5199080172491
200011,2250.6245564321716
200012,3913.4612356017333
200013,4303.206258731912
200014,991.9915980185107
200015,350.90729467410324
200016,2129.365809472454
200017,9645.295761050507
200018,4694.6775903635635
200019,504.0119204521457
200020,21681.81130733979
200021,6105.844579901894
200022,1692.4946688430855
200023,1771.325154398566
200024,793.4841485201586
200025,3949.807699804726
200026,351.6006696964221
200027,12181.392699324804
200028,4462.734609082833
200029,8223.043042976155
200030,9927.650919234435
200031,12295.403761528896
200032,703.4168882709781
200033,14016.61710147595
200034,632.0118235016247
200035,1936.2942053543304
200036,14666.928858826914
200037,5267.616739225754
200038,1734.8638110358115
200039,392.97260330616643
200040,705.5390558572199
200041,10592.820274588863
200042,566.9236361264443
200043,4348.197316216948
200044,19740.41939460668
200045,716.1480733960695
200046,8719.336208010272
200047,19004.4176664542
200048,1802.797620874141
200049,2664.180847562457
200050,403.76291756009095
200051,4384.421460331481
200052,1421.8568978355902
200053,562.4139687240274
200054,7839.054266937252
200055,6269.86678505284
200056,3534.300328357702
200057,3412.3669921943892
200058,775.6044306620958
200059,5480.665716879756
200060,5057.119015667073
200061,1527.5182545328598
200062,6367.387906189243
200063,8505.43919167353
200064,1642.6765041942488
200065,1726.3370498090294
200066,534.5118928367434
200067,5701.7400882990205
200068,271.7418809981143
200069,19736.39156919365
200070,5249.611155066894
200071,286.1281838475295
200072,6055.46360820573
200073,8726.929419533673
200074,3194.9052106177533
200075,5758.0312559042295
200076,2788.9723955250356
200077,287.9651806518072
200078,476.216402031281
200079,1819.1226148636651
200080,2911.737128288686
200081,2220.189824213301
200082,2484.413039523528
200083,510.61309518801113
200084,1286.4706241500126
200085,896.0858542436781
200086,7910.0472434267485
200087,3449.4771268599243
200088,1798.9118982236846
200089,28243.727000348263
200090,2669.9737801803085
200091,185.63859006564613
200092,1675.0050812521038
200093,8284.905753305215
200094,7742.011064457745
200095,6283.870758042256
200096,1729.6136256957507
200097,1442.1742170535686
200098,471.2166761385207
200099,11056.86103569611
200100,21591.80177922766
200101,7700.425990182297
200102,1866.0555271830613
200103,12226.355665943813
200104,3548.159038727984
200105,4335.406403231758
200106,8477.6867200893
200107,1666.3155493243526
200108,10758.823149555219
200109,8784.468520856326
200110,601.3305477398226
200111,2114.1499752964655
200112,2047.2140545782902
200113,555.2165414965134
200114,1739.3697647934907
200115,1539.3752008333217
200116,12452.551857058435
200117,9264.641615215045
200118,37868.65602375928
200119,285.82103707920066
200120,2727.6666136783633
200121,2720.4100554027873
200122,817.2674149113742
200123,2562.4659272355557
200124,39752.77217094277
200125,546.8871132690006
200126,3019.4202376033636
200127,8193.123319883598
200128,1645.5359583917427
200129,6523.491924970326
200130,3723.434264559434
200131,1809.7866588380593
200132,1133.0779561429397
200133,1703.3689549001338
200134,1514.6400855037734
200135,1929.5881363626913
200136,3843.0387351970867
200137,590.125311555928
200138,9240.424998920998
200139,6856.149081193878
200140,1781.9434811315425
200141,1277.1716565556421
200142,1793.421451988048
200143,1986.09987333057
200144,1248.6354702850335
200145,4853.317928643122
200146,2174.810957040747
200147,4583.364423465251
200148,1264.9290733453745
200149,273.96786757277926
200150,10866.574785879471
200151,4464.606782681566
200152,809.3015128833065
200153,561.7908787761776
200154,4228.87109164344
200155,1828.2206723224806
200156,15270.25314896792
200157,9426.244120801104
200158,6722.030108043545
200159,1957.5093528617597
200160,4315.48232431119
200161,5632.222951515057
200162,7609.812094588726
200163,936.7592411901672
200164,15364.079300344467
200165,7414.933921965669
200166,20647.268327007892
200167,3680.38523834825
200168,16451.18246510903
200169,864.8671985014464
200170,1846.429648519198
200171,9796.144773008811
200172,2025.0872606093835
200173,31359.509210106888
200174,694.8831520638485
200175,1826.577109809498
200176,4981.212238989467
200177,6212.614951140855
200178,5727.546103923965
200179,1840.3114095662504
200180,1043.2009840299957
200181,9046.031952887093
200182,3034.007195447431
200183,1128.29233035364
200184,2042.6155297756825
200185,2291.0167986088745
200186,3485.9955641469865
200187,3427.5485977227395
200188,5756.623720119465
200189,5690.483943132265
200190,1831.6021450694582
200191,1690.323864691607
200192,824.7430340718881
200193,1712.2630461472304
200194,5284.040427386588
200195,2356.1077934360064
