20140901,411481893,403859201
20140902,419943746,379505753
20140903,408046361,382814620
20140904,403218591,355149061
20140905,339782307,342437957
20140906,287667866,258031868
20140907,302738091,288083504
20140908,303070300,317818471
20140909,457304910,444640366
20140910,432671120,449739745
20140911,418958471,420399154
20140912,348124851,404294831
20140913,286611342,315073534
20140914,290216394,337108398
20140915,442169882,498411395
20140916,433872430,460865883
20140917,413994627,442784926
20140918,403997367,389749383
20140919,326165288,352271309
20140920,242974281,245897075
20140921,215726094,256916188
20140922,338933838,415929117
20140923,313029710,386820105
20140924,287995088,386625846
20140925,280360478,354795644
20140926,207602126,332676440
20140927,132373057,228418029
20140928,213501908,443234673
20140929,266700016,365555927
20140930,268680532,316484040
