20140901,341591662.2812088,389352193.75638866
20140902,342339142.6787945,335155468.02630424
20140903,327713126.0326276,325278251.7578065
20140904,328187603.1813531,293491102.91375905
20140905,259439766.9006164,287776923.090235
20140906,196019466.88152122,185532520.4153612
20140907,194563580.3481764,211646140.1946866
20140908,326122196.8465027,347121168.0564472
20140909,337140715.1182843,329907676.15439266
20140910,321396873.0101594,321355711.45888084
20140911,314984557.0397867,286062620.0461886
20140912,248808993.83833045,269320188.3101805
20140913,196523881.5139078,185579837.91796097
20140914,197376987.46691185,209956153.02822155
20140915,327710653.2725715,349154942.7834697
20140916,334138613.62580353,324855494.9756637
20140917,321459611.999287,320527715.58056766
20140918,314908274.6622587,284276169.07038885
20140919,249376648.21905565,269693764.5840004
20140920,195938011.5957378,184372394.2982125
20140921,196616341.98240492,209165582.30342144
20140922,327402288.9896297,348526418.9100543
20140923,334074991.21173453,324583345.4742226
20140924,321409094.1750662,320376167.36710566
20140925,314695283.1988279,283963505.23061013
20140926,249292908.97059506,269562695.61698085
20140927,195876425.13066232,184197509.2319261
20140928,196655637.1663916,209157901.1977424
20140929,327376014.4806457,348423850.9918509
20140930,334052705.46915734,324551710.43516356
