20140901,398641324,333166409
20140902,380708850,303999535
20140903,359463902,275950483
20140904,361237095,262064481
20140905,294923525,249768366
20140906,230122752,185061552
20140907,219127681,213928270
20140908,383834252,358360023
20140909,374382781,320193884
20140910,358574368,306010609
20140911,350003294,283638113
20140912,285170010,273432854
20140913,215200325,209070597
20140914,225709375,243354636
20140915,381080346,384436215
20140916,366020664,347084518
20140917,349950068,331239850
20140918,331691572,309884203
20140919,288395179,299428418
20140920,218318502,235024877
20140921,223177071,268659814
20140922,370301020,410142810
20140923,359048837,372693527
20140924,342235101,357047927
20140925,335121558,335570441
20140926,270980435,325144674
20140927,201950660,260746079
20140928,208276949,294458792
20140929,364985489,435893690
20140930,351120984,398456100
