SaleID,price
200000,1274.3922
200001,1699.7264
200002,8457.013
200003,1239.0967
200004,2124.3682
200005,1175.4303
200006,472.15506
200007,3614.7117
200008,10760.667
200009,597.3313
200010,548.5139
200011,2569.832
200012,5562.2075
200013,7290.1187
200014,1056.1228
200015,246.07321
200016,1719.4789
200017,8431.808
200018,6843.646
200019,830.2629
200020,23948.059
200021,7453.244
200022,1938.0625
200023,1651.428
200024,933.8858
200025,8706.245
200026,439.85605
200027,12634.414
200028,4482.1567
200029,7714.1743
200030,18285.217
200031,12482.746
200032,598.804
200033,14187.434
200034,997.8566
200035,1950.526
200036,14142.302
200037,5912.272
200038,1545.3118
200039,315.13956
200040,621.7067
200041,27907.305
200042,425.52103
200043,7451.6123
200044,19242.549
200045,577.19867
200046,16210.246
200047,17171.209
200048,2074.7466
200049,3378.543
200050,683.0834
200051,4458.334
200052,2834.962
200053,380.9439
200054,13456.217
200055,10821.201
200056,7808.9263
200057,3305.7473
200058,1135.0857
200059,5173.728
200060,8300.141
200061,1304.3179
200062,5133.317
200063,7926.189
200064,1317.6454
200065,1754.7969
200066,483.0133
200067,10710.298
200068,189.52538
200069,18316.84
200070,8873.982
200071,42.71883
200072,6507.293
200073,17585.8
200074,4477.1704
200075,17273.041
200076,3115.1357
200077,394.89392
200078,336.37573
200079,2958.57
200080,3281.9348
200081,2049.3635
200082,4111.4326
200083,415.74606
200084,1263.9563
200085,1929.129
200086,6742.923
200087,3267.166
200088,2702.1055
200089,35849.434
200090,2829.8218
200091,270.34528
200092,1652.2471
200093,15945.7
200094,6734.061
200095,5821.7544
200096,2057.369
200097,1235.2844
200098,379.7299
200099,20385.693
200100,21370.463
200101,7166.0903
200102,1744.4241
200103,10553.614
200104,5513.6406
200105,4034.7717
200106,7414.833
200107,1576.119
200108,13833.794
200109,8661.227
200110,930.79297
200111,1778.8704
200112,1793.6545
200113,747.0079
200114,2352.2764
200115,1340.9879
200116,14408.942
200117,16573.527
200118,66449.98
200119,197.5322
200120,2597.0098
200121,2465.6423
200122,677.4894
200123,2495.0337
200124,62925.85
200125,884.28296
200126,3331.2556
200127,15437.285
200128,1654.7002
200129,5934.9307
200130,3791.384
200131,3034.465
200132,1425.7559
200133,2920.1729
200134,1188.0533
200135,1904.2738
200136,3750.527
200137,1025.798
200138,9839.472
200139,6788.703
200140,2130.0327
200141,1467.3057
200142,6235.063
200143,6212.6187
200144,1311.1284
200145,5961.9907
200146,2605.4666
200147,4446.592
200148,2647.1572
200149,167.36888
200150,11120.631
200151,5415.786
200152,632.57306
200153,495.52206
200154,6900.6904
200155,3043.403
200156,16841.855
200157,8003.765
200158,10541.663
200159,3464.4338
200160,7185.0747
200161,7587.3306
200162,6451.667
200163,1064.8309
200164,16423.465
200165,14664.789
200166,23939.678
200167,3552.5889
200168,39452.29
200169,783.76416
200170,2409.8
200171,8683.821
200172,2010.7661
200173,35180.227
200174,1047.737
200175,2110.1094
200176,8451.765
200177,5986.535
200178,5271.455
200179,4323.4814
200180,873.81805
200181,18688.348
200182,4325.8706
200183,1529.0967
200184,1707.6528
200185,4614.4336
200186,3471.4973
200187,7649.4253
200188,11086.619
200189,10504.796
200190,4279.75
200191,3037.8179
200192,1045.8816
200193,4787.7617
200194,7913.7383
200195,2269.9153
200196,704.1339
200197,22116.936
200198,1154.4957
200199,4459.341
200200,603.3166
200201,7979.2627
200202,2335.616
200203,1593.1815
200204,8091.6147
200205,5414.559
200206,905.6055
200207,4898.8115
200208,5365.408
