20140901,288450781,302053384
20140902,288051756,304778534
20140903,290818084,304563511
20140904,286959086,310870708
20140905,283526212,311948275
20140906,276131199,286604615
20140907,278558786,287670050
20140908,285688184,286507228
20140909,290905614,312030763
20140910,296511126,303091657
20140911,295488302,318331967
20140912,280895012,315622771
20140913,273026473,290691151
20140914,274176440,292116269
20140915,289645078,334568363
20140916,290211461,318639248
20140917,289772151,310218916
20140918,289298372,317818092
20140919,280614278,314107126
20140920,275389968,288879825
20140921,275863131,291347643
20140922,291774656,322651010
20140923,290323646,307598689
20140924,293352172,303067687
20140925,295427475,311748144
20140926,284589069,312834042
20140927,270418019,293677724
20140928,282347994,318653444
20140929,287528308,317405690
20140930,288209986,310832524
