SaleID,price
200000,1247.0865
200001,1909.493
200002,8186.8022
200003,945.2986
200004,1977.711
200005,1173.5835
200006,460.87903
200007,3474.2622
200008,8107.8584
200009,600.7725
200010,612.08307
200011,2617.9749
200012,5518.5557
200013,7683.66
200014,1332.9904
200015,251.74428
200016,1763.1483
200017,8418.97
200018,6782.733
200019,652.17456
200020,24087.342
200021,7587.311
200022,1875.187
200023,1585.2012
200024,763.90045
200025,7484.1064
200026,297.21606
200027,12377.432
200028,4037.5627
200029,7849.708
200030,17813.744
200031,12630.039
200032,581.5844
200033,14746.9
200034,764.87274
200035,2043.6093
200036,14025.935
200037,5774.5366
200038,1544.1348
200039,352.11075
200040,547.8371
200041,28604.805
200042,466.04617
200043,7837.4614
200044,19067.627
200045,504.26105
200046,17640.484
200047,17648.713
200048,2139.4731
200049,3076.9136
200050,396.6
200051,4440.661
200052,2865.2617
200053,473.6844
200054,12697.834
200055,10968.59
200056,4568.0522
200057,3355.299
200058,785.8577
200059,5284.525
200060,7854.261
200061,1191.9257
200062,5624.1353
200063,8093.665
200064,1360.6697
200065,1629.1622
200066,492.48938
200067,10612.674
200068,193.95728
200069,17667.912
200070,9302.673
200071,219.37001
200072,6773.365
200073,18095.252
200074,4877.9966
200075,12776.322
200076,2719.9094
200077,254.54167
200078,353.10336
200079,3003.6501
200080,2992.5356
200081,2081.7078
200082,3874.1277
200083,402.20993
200084,1200.6451
200085,1415.9816
200086,6927.4697
200087,3336.9382
200088,3159.206
200089,34360.453
200090,2390.98
200091,189.58908
200092,1464.382
200093,16004.259
200094,6643.11
200095,5928.0215
200096,2527.747
200097,1261.9834
200098,430.98642
200099,17497.756
200100,21954.748
200101,7222.2363
200102,1824.7307
200103,11018.205
200104,5454.7295
200105,4305.578
200106,8054.6133
200107,1891.6387
200108,15092.533
200109,7936.0933
200110,696.27655
200111,1935.329
200112,1795.0187
200113,622.29205
200114,2032.5697
200115,1230.4108
200116,13585.636
200117,17022.656
200118,68582.484
200119,198.92603
